game_id;total_rounds;current_round;money_per_round;player1;player1_reaction_time;player1_earned_money;player1_action;player1_result;player2;player2_reaction_time;player2_earned_money;player2_action;player2_result;
59951;2;1;500;1;3;0;COOP;LOSE;2;1;500;BETRAY;WIN;
59951;2;2;500;1;1;0;BETRAY;LOSE;2;1;0;BETRAY;LOSE;
59951;2;2;500;1;0;0;FINISH;LOSE;2;0;1000;FINISH;WIN;
